kanji	jlpt	grade	freq	strokes	learned	ref_sh_kk	on'yomi	KD on'yomi	kun'yomi	KD kun'yomi	meaning	KD meaning
改	2	4	147	7	312	514	カイ	カイ	あらた(める), あらた(まる)	あらた･める, あらた･まる	alter, renew, reform	reformation, change, modify, mend, renew, examine, inspect, search
著	2	6	849	11	315	859	チョ	チョ, チャク	あらわ(す), いちじる(しい)	あらわ･す, いちじる･しい	write, remarkable, conspicuous	renowned, publish, write, remarkable, phenomenal, put on, don, wear, arrival, finish (race), counter for suits of clothing, literary work
委	2	3	187	8	317	466	イ	イ		ゆだ･ねる	entrust	committee, entrust to, leave to, devote, discard
衣	2	4	1214	6	318	677	イ	イ, エ	ころも	ころも, きぬ, -ぎ	garment, clothes	garment, clothes, dressing
囲	2	5	771	7	319	1194	イ	イ	かこ(む), かこ(う)	かこ･む, かこ･う, かこ･い	surround, enclose, besiege	surround, besiege, store, paling, enclosure, encircle, preserve, keep
胃	2	6	1647	9	321	1268	イ	イ			stomach	stomach, paunch, crop, craw
移	2	5	448	11	323	1121	イ	イ	うつ(る), うつ(す)	うつ･る, うつ･す	move, transfer, infect	shift, move, change, drift, catch (cold, fire), pass into
依	2	8	906	8	324	678	イ, エ	イ, エ		よ･る	depend on	reliant, depend on, consequently, therefore, due to
域	2	6	396	11	329	970	イキ	イキ			region, area	range, region, limits, stage, level
勢	2	5	260	13	330	646	セイ	セイ, ゼイ	いきお(い)	いきお･い, はずみ	force, energy, vigor, trend	forces, energy, military strength
勇	2	4	1319	9	334	1386	ユウ	ユウ	いさ(む)	いさ･む	brave	courage, cheer up, be in high spirits, bravery, heroism
泉	2	6	1086	9	336	1192	セン	セン	いずみ	いずみ	spring, fountain	spring, fountain
板	2	3	926	8	338	1047	ハン, バン	ハン, バン	いた	いた	board, plank	plank, board, plate, stage
糸	2	1	1488	6	342	242	シ	シ	いと	いと	thread	thread
営	2	5	303	12	343	722	エイ	エイ	いとな(む)	いとな･む, いとな･み	manage, conduct	occupation, camp, perform, build, conduct (business)
祈	2	8	1462	8	346	621	キ	キ	いの(る)	いの･る	pray	pray, wish
岩	2	2	787	8	349	1345	ガン	ガン	いわ	いわ	rock, crag	boulder, rock, cliff
祝	2	4	1184	9	350	851	シュク, シュウ	シュク, シュウ	いわ(う), いわ(い)	いわ･う	celebrate, congratulate	celebrate, congratulate
印	2	4	682	6	351	1043	イン	イン	しるし	しるし, -じるし, しる･す	seal, stamp, sign, mark	stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India
羽	2	2	748	6	353	590	ウ	ウ	は, はね	は, わ, はね	feather, wing	feathers, counter for birds, rabbits
宇	2	6	883	6	354	990	ウ	ウ			heaven, universe	eaves, roof, house, heaven
植	2	3	699	12	356	424	ショク	ショク	う(える), う(わる)	う･える, う･わる	plant	plant
伺	2	8	2209	7	357	1761	シ	シ	うかが(う)	うかが･う	ask, visit, hear	pay respects, visit, ask, inquire, question, implore
承	2	6	775	8	360	942	ショウ	ショウ, ジョウ	うけたまわ(る)	うけたまわ･る, う･ける	hear, be told	acquiesce, hear, listen to, be informed, receive
薄	2	8	1009	16	362	1449	ハク	ハク	うす(い), うす(まる), うす(める)	うす･い, うす-, -うす, うす･める, うす･まる, うす･らぐ, うす･ら-, うす･れる, すすき	thin, weak, light	dilute, thin, weak (tea), pampas grass
腕	2	8	1163	12	368	1299	ワン	ワン	うで	うで	arm, talent, ability	arm, ability, talent
埋	2	8	1110	10	370	1826	マイ	マイ	う(まる), う(める)	う･める, う･まる, う･もれる, うず･める, うず･まる, い･ける	bury, fill up	bury, be filled up, embedded
敬	2	6	1078	12	371	705	ケイ	ケイ, キョウ	うやま(う)	うやま･う	respect, revere	awe, respect, honor, revere
裏	2	6	812	13	372	273	リ	リ	うら	うら	reverse side, back	back, amidst, in, reverse, inside, palm, sole, rear, lining, wrong side
占	2	8	694	5	373	1706	セン	セン	し(める), うらな(う), うらな(い)	し･める, うらな･う	occupy, divine	fortune-telling, divining, forecasting, occupy, hold, have, get, take
栄	2	4	920	9	377	723	エイ	エイ, ヨウ	さか(える), は(え), は(える)	さか･える, は･え, -ば･え, は･える, え	prosper, glory	flourish, prosperity, honor, glory, splendor
永	2	5	846	5	378	1207	エイ	エイ	なが(い)	なが･い	long time, eternal	eternity, long, lengthy
鋭	2	8	1395	15	379	1371	エイ	エイ	するど(い)	するど･い	sharp	pointed, sharpness, edge, weapon, sharp, violent
液	2	5	1210	11	381	472	エキ	エキ			liquid, fluid	fluid, liquid, juice, sap, secretion
枝	2	5	1401	8	382	870	シ	シ	えだ	えだ	branch	bough, branch, twig, limb, counter for branches
塩	2	4	1148	13	387	1101	エン	エン	しお	しお	salt	salt
延	2	6	747	8	389	1115	エン	エン	の(びる), の(べる), の(ばす)	の･びる, の･べる, の･べ, の･ばす	postpone, prolong	prolong, stretching
汚	2	8	908	6	392	693	オ	オ	きたな(い), けが(す), よご(す)	けが･す, けが･れる, けが･らわしい, よご･す, よご･れる, きたな･い	dirty, soiled	dirty, pollute, disgrace, rape, defile
黄	2	2	1240	11	398	780	オウ, コウ	コウ, オウ	き, こ	き, こ-	yellow	yellow
央	2	3	582	5	399	351	オウ	オウ			center, middle	center, middle
欧	2	8	421	8	401	1022	オウ	オウ		うた･う, は･く	Europe	Europe
奥	2	8	1018	12	403	476	オウ	オウ	おく	おく, おく･まる, くま	interior, depths	heart, interior
拝	2	6	1443	8	405	1201	ハイ	ハイ	おが(む)	おが･む, おろが･む	worship, pray	worship, adore, pray to
補	2	6	332	12	406	889	ホ	ホ	おぎな(う)	おぎな･う	supply, compensate	supplement, supply, make good, offset, compensate, assistant, learner
億	2	4	716	15	408	382	オク	オク			hundred million	hundred million, 10**8
贈	2	8	1001	18	410	1364	ゾウ, ソウ	ゾウ, ソウ	おく(る)	おく･る	give, present	presents, send, give to, award to, confer on, presenting something
幼	2	6	1227	5	411	1229	ヨウ	ヨウ	おさな(い)	おさな･い	very young, childish (12ura29)	infancy, childhood
踊	2	8	1308	14	418	1558	ヨウ	ヨウ	おど(る), おど(り)	おど･る	dance	jump, dance, leap, skip
各	2	4	243	6	419	642	カク	カク	おのおの	おのおの	each, every	each, every, either
帯	2	4	746	10	420	963	タイ	タイ	おび, お(びる)	お･びる, おび	belt, region, wear	sash, belt, obi, zone, region
荷	2	3	1230	10	430	391	カ	カ	に	に	load, cargo	baggage, shoulder-pole load, bear (a burden), shoulder (a gun), load, cargo, freight
貨	2	4	822	11	433	752	カ	カ		たから	freight, goods, money	freight, goods, property
課	2	4	455	15	434	488	カ	カ			lesson, section	chapter, lesson, section, department, division, counter for chapters (of a book)
河	2	5	663	8	436	389	カ	カ	かわ	かわ	river	river
菓	2	8	1719	11	437	1535	カ	カ			confectionery, cake	candy, cakes, fruit
貝	2	1	1787	7	439	240		バイ	かい	かい	shellfish	shellfish
階	2	3	513	12	440	588	カイ	カイ		きざはし	stair, floor, story	storey, stair, counter for storeys of a building
械	2	4	1321	11	441	529	カイ	カイ		かせ	machine	contraption, fetter, machine, instrument
快	2	5	1074	7	442	1409	カイ	カイ	こころよ(い)	こころよ･い	pleasant	cheerful, pleasant, agreeable, comfortable
灰	2	6	1717	6	444	1343	カイ	カイ	はい	はい	ashes	ashes, puckery juice, cremate
介	2	8	617	4	445	453	カイ	カイ			mediate	jammed in, shellfish, mediate, concern oneself with
省	2	4	548	9	450	145	セイ, ショウ	セイ, ショウ	かえり(みる), はぶ(く)	かえり･みる, はぶ･く	ministry, omit	focus, government ministry, conserve
替	2	8	979	12	452	744	タイ	タイ	か(える), か(わる)	か･える, か･え-, か･わる	replace	exchange, spare, substitute, per-
換	2	8	687	12	453	1586	カン	カン	か(える), か(わる)	か･える, -か･える, か･わる	exchange, replace	interchange, period, change, convert, replace, renew
角	2	2	805	7	458	473	カク	カク	かど, つの	かど, つの	angle, corner, horn	angle, corner, square, horn, antlers
革	2	6	249	9	462	1075	カク	カク	かわ	かわ	reform, leather	leather, skin, reform, become serious
額	2	5	407	18	463	838	ガク	ガク	ひたい	ひたい	amount, forehead	forehead, tablet, plaque, framed picture, sum, amount, volume
賢	2	8	1159	16	464	1288	ケン	ケン	かしこ(い)	かしこ･い	wise, intelligent	intelligent, wise, wisdom, cleverness
型	2	5	482	9	467	888	ケイ	ケイ	かた	かた, -がた	model, form, type	mould, type, model
片	2	6	1076	4	468	1045	ヘン	ヘン	かた	かた-, かた	one side, fragment	one-sided, leaf, sheet, right-side kata radical (no. 91)
肩	2	8	1215	8	469	1264	ケン	ケン	かた	かた	shoulder	shoulder
固	2	4	750	8	470	972	コ	コ	かた(い), かた(まる), かた(める)	かた･める, かた･まる, かた･まり, かた･い	hard, solid, firm	harden, set, clot, curdle
硬	2	8	1101	12	472	1009	コウ	コウ	かた(い)	かた･い	hard, solid, firm	stiff, hard
傾	2	8	938	13	474	1441	ケイ	ケイ	かたむ(く), かたむ(ける)	かたむ･く, かたむ･ける, かたぶ･く, かた･げる, かし･げる	lean, incline	lean, incline, tilt, trend, wane, sink, ruin, bias
担	2	6	422	8	478	1274	タン	タン	かつ(ぐ), にな(う)	かつ･ぐ, にな･う	bear, shoulder, trick	shouldering, carry, raise, bear
辛	2	8	1607	7	485	1487	シン	シン	から(い)	から･い, つら･い, -づら･い, かのと	hot, spicy, hard	spicy, bitter, hot, acrid
枯	2	8	1749	9	486	974	コ	コ	か(れる), か(らす)	か･れる, か･らす	wither	wither, die, dry up, be seasoned
絡	2	8	806	12	487	840	ラク	ラク	から(む), から(まる)	から･む, から･まる	entwine	entwine, coil around, get caught in
皮	2	3	1092	5	488	975	ヒ	ヒ	かわ	かわ	skin	pelt, skin, hide, leather, skin radical (no. 107)
乾	2	8	1453	11	490	1190	カン	カン, ケン	かわ(く), かわ(かす)	かわ･く, かわ･かす, ほ･す, ひ･る, いぬい	dry, parch	drought, dry, dessicate, drink up, heaven, emperor
管	2	4	517	14	494	328	カン	カン	くだ	くだ	pipe, tube, control	pipe, tube, wind instrument, drunken talk, control, jurisdiction
刊	2	5	855	5	497	585	カン	カン			publish	publish, carve, engrave
干	2	6	1349	3	499	584	カン	カン	ひ(る), ほ(す)	ほ･す, ほ･し-, -ぼ･し, ひ･る	dry	dry, parch, ebb, recede, interfere, intercede
巻	2	6	944	9	500	507	カン	カン, ケン	ま(く), まき	ま･く, まき, ま･き	roll, volume	scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls)
簡	2	6	983	18	501	1533	カン	カン, ケン		えら･ぶ, ふだ	simple	simplicity, brevity
缶	2	8	1543	6	502	1649	カン	カン		かま	can	tin can, container, jar radical (no. 121)
患	2	8	796	11	503	1315	カン	カン	わずら(う)	わずら･う	illness, suffer	afflicted, disease, suffer from, be ill
丸	2	2	542	3	504	644	ガン	ガン	まる, まる(い), まる(める)	まる, まる･める, まる･い	round	round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away
涼	2	8	1783	11	507	1204	リョウ	リョウ	すず(しい), すず(む)	すず･しい, すず･む, すず･やか, うす･い, ひや･す, まことに	cool, refreshing	refreshing, nice and cool
季	2	4	842	8	508	465	キ	キ			season	seasons
岸	2	3	556	8	510	586	ガン	ガン	きし	きし	shore, coast	beach
泊	2	8	1233	8	520	1177	ハク	ハク	と(まる), と(める)	と･まる, と･める	lodge, stay	overnight stay, put up at, ride at anchor
含	2	8	466	7	523	1249	ガン	ガン	ふく(む), ふく(める)	ふく･む, ふく･める	contain, include, hold	contain, include, hold in the mouth, bear in mind, understand, cherish
希	2	4	896	7	526	676	キ	キ, ケ		まれ, こいねが･う	hope, rare	hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal
机	2	6	1671	6	531	1305	キ	キ	つくえ	つくえ	desk	desk, table
材	2	4	565	7	538	552	ザイ	ザイ			material, talent	lumber, log, timber, wood, materials, ingredients, talent
焼	2	4	982	12	539	920	ショウ	ショウ	や(く), や(ける)	や･く, や･き, や･き-, -や･き, や･ける	burn, roast, bake	bake, burning
技	2	5	434	7	540	871	ギ	ギ	わざ	わざ	technique, skill	skill, art, craft, ability, feat, performance, vocation, arts
効	2	5	538	8	542	816	コウ	コウ	き(く)	き･く, ききめ, なら･う	effect, efficient	merit, efficacy, efficiency, benefit
兆	2	4	1174	6	543	1562	チョウ	チョウ	きざ(し), きざ(す)	きざ･す, きざ･し	sign, symptom, trillion	portent, 10**12, trillion, sign, omen, symptoms
築	2	5	821	16	545	1603	チク	チク	きず(く)	きず･く	build, construct, erect	fabricate, build, construct
競	2	4	610	20	546	852	キョウ, ケイ	キョウ, ケイ	きそ(う), せ(る)	きそ･う, せ･る, くら･べる	compete, vie	emulate, compete with, bid, sell at auction, bout, contest, race
郵	2	6	917	11	550	524	ユウ	ユウ			mail	mail, stagecoach stop
卒	2	4	772	8	555	787	ソツ	ソツ, シュツ		そっ･する, お･える, お･わる, ついに, にわか	soldier, end	graduate, soldier, private, die
包	2	4	954	5	556	804	ホウ	ホウ	つつ(む)	つつ･む, くる･む	wrap, pack	wrap, pack up, cover, conceal
航	2	5	665	10	559	823	コウ	コウ			navigation	navigate, sail, cruise, fly
喫	2	8	1347	12	560	1240	キツ	キツ		の･む	eat, drink, smoke	consume, eat, drink, smoke, receive (a blow)
詰	2	8	1020	13	561	1142	キツ	キツ, キチ	つ(む), つ(める), つ(まる)	つ･める, つ･め, -づ･め, つ･まる, つ･む	cram, shorten	packed, close, pressed, reprove, rebuke, blame
逆	2	5	683	9	564	444	ギャク	ギャク, ゲキ	さか, さか(らう)	さか, さか･さ, さか･らう	reverse, opposite	inverted, reverse, opposite, wicked
練	2	3	788	14	571	743	レン	レン	ね(る)	ね･る, ね･り	knead, train, polish	practice, gloss, train, drill, polish, refine
久	2	5	688	3	579	1210	キュウ, ク	キュウ, ク	ひさ(しい)	ひさ･しい	long time	long time, old story
旧	2	5	549	5	580	1216	キュウ	キュウ		ふる･い, もと	old, former	old times, old things, old friend, former, ex-
清	2	4	705	11	583	660	セイ, ショウ	セイ, ショウ, シン	きよ(い), きよ(まる), きよ(める)	きよ･い, きよ･まる, きよ･める	pure, clean, clear	pure, purify, cleanse, exorcise, Manchu dynasty
橋	2	3	553	16	584	597	キョウ	キョウ	はし	はし	bridge	bridge
協	2	4	121	8	586	234	キョウ	キョウ			cooperate	co-, cooperation
境	2	5	346	14	588	864	キョウ, ケイ	キョウ, ケイ	さかい	さかい	boundary	boundary, border, region
胸	2	6	1144	10	589	1283	キョウ	キョウ	むね, むな	むね, むな-	breast, chest	bosom, breast, chest, heart, feelings
叫	2	8	1426	6	590	1252	キョウ	キョウ	さけ(ぶ)	さけ･ぶ	shout, cry out	shout, exclaim, yell
況	2	8	490	8	591	850	キョウ	キョウ		まし･て, いわ･んや, おもむき	conditions, situation	condition, situation
挟	2	8	1870	9	593	1354	キョウ	キョウ, ショウ	はさ(む), はさ(まる)	はさ･む, はさ･まる, わきばさ･む, さしはさ･む	put between, insert	pinch, between
緑	2	3	1180	14	596	537	リョク, ロク	リョク, ロク	みどり	みどり	green	green
極	2	4	460	12	599	336	キョク, ゴク	キョク, ゴク	きわ(める), きわ(まる), きわ(み)	きわ･める, きわ･まる, きわ･まり, きわ･み, き･める, -ぎ･め, き･まる	extreme, pole	poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48
玉	2	1	737	5	600	295	ギョク	ギョク	たま	たま, たま-, -だま	gem, jewel, sphere	jewel, ball
均	2	5	715	7	602	805	キン	キン		なら･す	equal, even	level, average
禁	2	5	681	13	603	482	キン	キン			prohibit	prohibition, ban, forbid
庫	2	3	852	10	607	825	コ, ク	コ, ク		くら	storehouse	warehouse, storehouse
紅	2	6	1299	9	608	820	コウ, ク	コウ, ク	くれない, べに	べに, くれない, あか･い	crimson, rouge, lipstick	crimson, deep red
隅	2	8	1601	12	611	1640	グウ	グウ	すみ	すみ	corner, nook	corner, nook
掘	2	8	1257	11	613	1803	クツ	クツ	ほ(る)	ほ･る	dig	dig, delve, excavate
曇	2	8	1899	16	616	637	ドン	ドン	くも(る)	くも･る	cloudy	cloudy weather, cloud up
蔵	2	6	468	15	617	1286	ゾウ	ゾウ, ソウ	くら	くら, おさ･める, かく･れる	warehouse, storehouse	storehouse, hide, own, have, possess
比	2	5	329	4	619	798	ヒ	ヒ	くら(べる)	くら･べる	compare	compare, race, ratio, Philippines
訓	2	4	1134	10	620	771	クン	クン, キン		おし･える, よ･む, くん･ずる	instruct, teach	instruction, Japanese character reading, explanation, read
軍	2	4	189	9	621	438	グン	グン		いくさ	army, troops	army, force, troops, war, battle
群	2	4	1012	13	622	794	グン	グン	む(れ), む(れる)	む･れる, む･れ, むら, むら･がる	group, crowd	flock, group, crowd, herd, swarm, cluster
毛	2	2	1179	4	623	287	モウ	モウ	け	け	hair, fur, down	fur, hair, feather, down
芸	2	4	719	7	626	435	ゲイ	ゲイ, ウン		う･える, のり, わざ	art, skill	technique, art, craft, performance, acting, trick, stunt
劇	2	6	662	15	628	797	ゲキ	ゲキ			drama, play	drama, play
血	2	3	832	6	629	789	ケツ	ケツ	ち	ち	blood	blood
券	2	6	583	8	632	506	ケン	ケン			ticket, coupon, certificate	ticket
軒	2	8	1416	10	635	1187	ケン	ケン	のき	のき	eaves	flats, counter for houses, eaves
減	2	5	261	12	637	715	ゲン	ゲン	へ(る), へ(らす)	へ･る, へ･らす	decrease, diminish	dwindle, decrease, reduce, decline, curtail, get hungry
粉	2	5	1484	10	638	1701	フン	フン	こ, こな	デシメートル, こ, こな	flour, powder	flour, powder, dust
戸	2	2	575	4	639	152	コ	コ	と	と	door	door, counter for houses, door radical (no. 63)
湖	2	3	1344	12	640	467	コ	コ	みずうみ	みずうみ	lake	lake
個	2	5	451	10	641	973	コ	コ, カ			individual	individual, counter for articles
雇	2	8	975	12	643	1553	コ	コ	やと(う)	やと･う	employ, hire	employ, hire
恋	2	8	1296	10	645	258	レン	レン	こい, こい(しい)	こ･う, こい, こい･しい	love, yearn	romance, in love, yearn for, miss, darling
濃	2	8	1200	16	646	957	ノウ	ノウ	こ(い)	こ･い	thick, dark, strong	concentrated, thick, dark, undiluted
耕	2	5	1568	10	650	1196	コウ	コウ	たがや(す)	たがや･す	till, plow, cultivate	till, plow, cultivate
鉱	2	5	1376	13	651	1604	コウ	コウ		あらがね	ore, mine	mineral, ore
誌	2	6	851	14	654	574	シ	シ			journal, magazine	document, records
講	2	5	653	17	661	783	コウ	コウ			lecture, club	lecture, club, association
肯	2	8	1813	8	663	1262	コウ	コウ		がえんじ･る	assent, consent	agreement, consent, comply with
郊	2	8	1304	9	664	817	コウ	コウ			suburb, outskirts	outskirts, suburbs, rural area
被	2	8	431	10	665	976	ヒ	ヒ	こうむ(る), かぶ(る)	こうむ･る, おお･う, かぶ･る, かぶ･せる	suffer, receive	incur, cover, veil, brood over, shelter, wear, put on, be exposed (film), receiving
超	2	8	597	12	666	1000	チョウ	チョウ	こ(す), こ(える)	こ･える, こ･す	super, surpass	transcend, super-, ultra-
氷	2	3	1450	5	667	1206	ヒョウ	ヒョウ	こおり, ひ	こおり, ひ, こお･る	ice	icicle, ice, hail, freeze, congeal
凍	2	8	1284	10	668	1205	トウ	トウ	こお(る), こご(える)	こお･る, こご･える, こご･る, い･てる, し･みる	freeze	frozen, congeal, refrigerate
谷	2	2	508	7	669	653	コク	コク	たに	たに, きわ･まる	valley	valley
腰	2	8	1306	13	671	1298	ヨウ	ヨウ	こし	こし	loins, hips	loins, hips, waist, low wainscoting
骨	2	6	936	10	672	1266	コツ	コツ	ほね	ほね	bone	skeleton, bone, remains, frame
細	2	2	537	11	674	695	サイ	サイ	ほそ(い), ほそ(る), こま(か), こま(かい)	ほそ･い, ほそ･る, こま･か, こま･かい	small, slender, fine	dainty, get thin, taper, slender, narrow, detailed, precise
根	2	3	620	10	680	314	コン	コン	ね	ね, -ね	root, origin	root, radical, head (pimple)
混	2	5	824	11	681	799	コン	コン	ま(ぜる), ま(ざる), ま(じる)	ま･じる, -ま･じり, ま･ざる, ま･ぜる, こ･む	mix, blend	mix, blend, confuse
接	2	5	523	11	685	486	セツ	セツ, ショウ	つ(ぐ)	つ･ぐ	touch, contact, join	touch, contact, adjoin, piece together
専	2	6	506	9	686	600	セン	セン	もっぱ(ら)	もっぱ･ら	entirely, exclusively	specialty, exclusive, mainly, solely
査	2	5	184	9	693	624	サ	サ			investigate	investigate
砂	2	6	1146	9	694	1151	サ, シャ	サ, シャ	すな	すな	sand	sand
再	2	5	275	6	695	782	サイ, サ	サイ, サ	ふたた(び)	ふたた･び	once more, again	again, twice, second time
祭	2	3	1124	11	698	617	サイ	サイ	まつ(る), まつ(り)	まつ･る, まつ･り, まつり	deify, worship, festival	ritual, offer prayers, celebrate, deify, enshrine, worship
採	2	5	607	11	701	933	サイ	サイ	と(る)	と･る	take on, pick, gather	pick, take, fetch, take up
坂	2	3	865	7	706	443	ハン	ハン	さか	さか	slope, hill	slope, incline, hill
捜	2	8	592	10	708	989	ソウ	ソウ, シュ, シュウ	さが(す)	さが･す	search, look for	search, look for, locate
咲	2	8	1534	9	710	927		ショウ	さ(く)	さ･く, -ざき	bloom	blossom, bloom
冊	2	6	1313	5	711	1158	サツ, サク	サツ, サク		ふみ	book, volume	tome, counter for books, volume
刺	2	8	1031	8	713	881	シ	シ	さ(す), さ(さる)	さ･す, さ･さる, さ･し, さし, とげ	stab, stick	thorn, pierce, stab, prick, sting, calling card
札	2	4	921	5	715	1157	サツ	サツ	ふだ	ふだ	paper money, card, label	tag, paper money, counter for bonds, placard, bid
刷	2	4	1352	8	716	1044	サツ	サツ	す(る)	す･る, -ず･り, -ずり, は･く	print	printing, print, brush
皿	2	3	1812	5	720	1097		ベイ	さら	さら	plate, dish	dish, a helping, plate
拾	2	3	1479	9	726	1445	シュウ, ジュウ	シュウ, ジュウ	ひろ(う)	ひろ･う	pick up, find, gather	pick up, gather, find, go on foot, ten
捨	2	6	1266	11	727	1444	シャ	シャ	す(てる)	す･てる	throw away, abandon	discard, throw away, abandon, resign, reject, sacrifice
仲	2	4	919	6	730	1347	チュウ	チュウ	なか	なか	relationship	go-between, relationship
触	2	8	904	13	731	874	ショク	ショク	さわ(る), ふ(れる)	ふ･れる, さわ･る, さわ	touch, feel	contact, touch, feel, hit, proclaim, announce, conflict
算	2	2	361	14	732	747	サン	サン	そろ	そろ	calculate	calculate, divining, number, abacus, probability
史	2	5	511	5	738	332	シ	シ			history	history, chronicle
詞	2	6	1636	12	742	843	シ	シ		ことば	words	part of speech, words, poetry
寺	2	2	879	6	744	41	ジ	ジ	てら	てら	temple	Buddhist temple
児	2	4	679	7	745	1217	ジ, ニ	ジ, ニ, ゲイ		こ, -こ, -っこ	child, infant	newborn babe, child, young of animals
鉄	2	3	672	13	750	312	テツ	テツ	くろがね	くろがね	iron	iron
将	2	6	634	10	754	627	ショウ	ショウ, ソウ		まさ･に, はた, まさ, ひきい･る, もって	commander, general	leader, commander, general, admiral, or, and again, soon, from now on, just about
滴	2	8	2019	14	757	1446	テキ	テキ	しずく, したた(る)	しずく, したた･る	drop, trickle	drip, drop
沈	2	8	1271	7	758	936	チン	チン, ジン	しず(む), しず(める)	しず･む, しず･める	sink	sink, be submerged, subside, be depressed, aloes
湿	2	8	1517	12	759	1169	シツ	シツ, シュウ	しめ(る), しめ(す)	しめ･る, しめ･す, うるお･う, うるお･す	dampen, moisten	damp, wet, moist
島	2	3	245	10	761	286	トウ	トウ	しま	しま	island	island
州	2	3	386	6	765	195	シュウ	シュウ, ス	す	す	state, province, sandbank	state, province
周	2	4	562	8	766	91	シュウ	シュウ	まわ(り)	まわ･り	lap, circumference, surroundings	circumference, circuit, lap
柔	2	8	1187	9	768	774	ジュウ, ニュウ	ジュウ, ニュウ	やわ(らかい)	やわ･らか, やわ･らかい, やわ, やわ･ら	soft, tender	tender, weakness, gentleness, softness
述	2	5	379	8	769	968	ジュツ	ジュツ	の(べる)	の･べる	state, mention, explain	mention, state, speak, relate
順	2	4	779	12	771	769	ジュン	ジュン			order, turn, obey	obey, order, turn, right, docility, occasion
準	2	5	425	13	772	778	ジュン	ジュン		じゅん･じる, じゅん･ずる, なぞら･える, のり, ひと･しい, みずもり	semi-, quasi-, correspond	semi-, correspond to, proportionate to, conform, imitate
純	2	6	1044	10	773	965	ジュン	ジュン			pure	genuine, purity, innocence, net (profit)
署	2	6	725	13	775	860	ショ	ショ			government office	signature, govt office, police station
諸	2	6	658	15	776	861	ショ	ショ		もろ	all, many, various	various, many, several, together
章	2	3	990	11	777	857	ショウ	ショウ			chapter, badge	badge, chapter, composition, poem, design
尊	2	6	1181	12	786	704	ソン	ソン	たっと(い), たっと(ぶ), とうと(い), とうと(ぶ)	たっと･い, とうと･い, たっと･ぶ, とうと･ぶ	respect, precious, honor	revered, valuable, precious, noble, exalted
般	2	8	649	10	791	1096	ハン	ハン			general, kind	carrier, carry, all, general, sort, kind
象	2	5	394	12	794	739	ショウ, ゾウ	ショウ, ゾウ		かたど･る	image, elephant	elephant, pattern after, imitate, image, shape, sign (of the times)
照	2	4	1004	13	795	998	ショウ	ショウ	て(る), て(らす), て(れる)	て･る, て･らす, て･れる	shine, illuminate	illuminate, shine, compare, bashful
賞	2	5	426	15	797	500	ショウ	ショウ		ほ･める	prize, praise, reward	prize, reward, praise
装	2	6	657	12	799	1328	ソウ, ショウ	ソウ, ショウ	よそお(う)	よそお･う, よそお･い	dress, pretend	attire, dress, pretend, disguise, profess
召	2	8	1540	5	800	995	ショウ	ショウ	め(す)	め･す	summon, eat, drink, wear	seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)
床	2	8	1175	7	801	826	ショウ	ショウ	とこ, ゆか	とこ, ゆか	floor, bed	bed, counter for beds, floor, padding, tatami
昇	2	8	826	8	802	1777	ショウ	ショウ	のぼ(る)	のぼ･る	rise, promote	rise up
紹	2	8	963	11	803	456	ショウ	ショウ			introduce	introduce, inherit, help
星	2	2	844	9	804	730	セイ, ショウ	セイ, ショウ	ほし	ほし, -ぼし	star	star, spot, dot, mark
城	2	4	795	9	809	720	ジョウ	ジョウ, セイ	しろ	しろ	castle	castle
蒸	2	6	1552	13	810	943	ジョウ	ジョウ, セイ	む(す), む(れる), む(らす)	む･す, む･れる, む･らす	steam, sultry	steam, heat, sultry, foment, get musty
量	2	4	469	12	816	411	リョウ	リョウ	はか(る)	はか･る	quantity, measure, weigh	quantity, measure, weight, amount, consider, estimate, surmise
袋	2	8	1125	11	817	1329	タイ	タイ, ダイ	ふくろ	ふくろ	bag, sack	sack, bag, pouch
湯	2	3	1356	12	818	632	トウ	トウ	ゆ	ゆ	hot water, bath	hot water, bath, hot spring
畳	2	8	1665	12	822	1087	ジョウ	ジョウ, チョウ	たたみ, たた(む)	たた･む, たたみ, かさ･なる	tatami, fold	tatami mat, counter for tatami mats, fold, shut up, do away with
臣	2	4	1249	7	826	835	シン, ジン	シン, ジン			subject, retainer	retainer, subject
針	2	6	505	10	827	341	シン	シン	はり	はり	needle	needle, pin, staple, stinger
伸	2	8	730	7	828	1108	シン	シン	の(びる), の(ばす)	の･びる, の･ばす, の･べる, の･す	stretch, lengthen, extend	expand, stretch, extend, lengthen, increase
震	2	8	893	15	830	953	シン	シン	ふる(う), ふる(える)	ふる･う, ふる･える, ふる･わせる, ふる･わす	tremble, shake	quake, shake, tremble, quiver, shiver
炭	2	3	1307	9	833	1344	タン	タン	すみ	すみ	coal	charcoal, coal
税	2	5	289	12	837	399	ゼイ	ゼイ			tax	tax, duty
績	2	5	820	17	840	1117	セキ	セキ			achievements	exploits, achievements, unreeling cocoons
隻	2	8	1546	10	841	1311	セキ	セキ			one (of a pair), (counter for boats)	vessels, counter for ships, fish, birds, arrows, one of a pair
